Barcode,"Last, First" 
1AHPEV,"Avocado, GiantPandaBear"
1AHYQL,"DarkPastelRed, Badger"
1AI0ZU,"BurntUmber, BlackBear"
1AI1G5,"TeaGreen, Lobster"
1AI2OA,"PaoloVeroneseGreen, KingPenguin"
1AI4OA,"Rust, MelonHeadedWhale"
1AI8EI,"RoseBonbon, Binturong"
1AIBR0,"AntiqueFuchsia, BlackBear"
1AIC0S,"Byzantine, SeaOtter"
1AIQ4R,"SelectiveYellow, Peacock"
1AIR9S,"Timberwolf, AustralianCattleDog"
1AIRV8,"Artichoke, JackRussel"
1AIUTF,"PolishedPine, JavanRhinoceros"
1AIW4F,"DarkByzantium, Gharial"
1AIZO2,"BleuDeFrance, NurseShark"
1AJ1TL,"FluorescentPink, Dingo"
1AJ32I,"CopperRed, FinnishSpitz"
1AJ3N2,"Mahogany, CairnTerrier"
1AJ4VV,"Cornsilk, KermodeBear"
1AJ5NQ,"QuickSilver, Alligator"
1AJ61D,"CadmiumYellow, GiantAnteater"
1AJ87T,"PastelViolet, Orca"
1AJ8LN,"SmokeyTopaz, CrabEatingMacaque"
1AJB6M,"RawSienna, BullShark"
1AJC2Y,"EnglishLavender, MaineCoon"
1AJC31,"Patriarch, Collie"
1AJCVS,"Burgundy, Stingray"
1AJDYX,"Jasmine, Mouse"
1AJJOX,"Smoke, Nyala"
1AJK4D,"Sage, Poodle"
1AJKNR,"Blueberry, DobermanPinscher"
1AJPUK,"SpanishBistre, ClumberSpaniel"
1AJTK2,"ModeBeige, WesternLowlandGorilla"
1AJTO6,"FrenchBistre, BlackRhino"
1AJW9Z,"Thistle, IndochineseTiger"
1AJXEB,"BoogerBuster, Nightingale"
1AJZFQ,"DeepCerise, RiverTurtle"
1AK30X,"SmokyTopaz, Parrot"
1AK6S4,"BlackCoral, Booby"
1AKDKU,"MediumChampagne, WobbegongShark"
1AKEVB,"KeyLime, Marsupial"
1AKISF,"PaoloVeroneseGreen, SeiWhale"
1AKK0A,"RuddyPink, WelshCorgi"
1AKK3D,"GreenYellow, Sloth"
1AKW1E,"Beige, Donkey"
1AKXJA,"AztecGold, HawaiianMonkSeal"
1AL3LD,"AntiqueBrass, FurSeal"
1AL4ED,"Magnolia, Lobster"
1AL6EG,"BananaMania, AlpineDachsbracke"
1AL7CS,"JordyBlue, Impala"
1AL80G,"PeachPuff, RoyalPenguin"
1AL9X0,"Ube, Iguana"
1ALCQP,"Imperial, DwarfCrocodile"
1ALDH1,"PaleBlue, Sheep"
1ALHPR,"Buff, Chimpanzee"
1ALI3H,"LightGrayishMagenta, ChesapeakeBayRetriever"
1ALK94,"EtonBlue, GreyReefShark"
1ALQID,"CarolinaBlue, BologneseDog"
1ALZLC,"PersianIndigo, WaterVole"
1AM0IB,"Carmine, Wolf"
1AM2IA,"PersianRose, TibetanMastiff"
1AM34Z,"ModeBeige, SnowHare"
1AM3IH,"FrenchWine, Cuttlefish"
1AM52O,"MediumChampagne, WhiteTiger"
1AM5J9,"ElectricBlue, Grasshopper"
1AM6LO,"OgreOdor, ProboscisMonkey"
1AM6P6,"DeepPeach, BlueLacyDog"
1AM7G6,"Flax, Bulldog"
1AM7I4,"KUCrimson, HairyNosedWombat"
1AM805,"Peridot, WhiteRhino"
1AMB7L,"ElectricViolet, SquirrelMonkey"
1AMDXP,"Olive, DogueDeBordeaux"
1AMERP,"QuinacridoneMagenta, SeaSlug"
1AMFNJ,"CatalinaBlue, Binturong"
1AMFPW,"Feldgrau, Iguana"
1AMJM6,"PaleLavender, KermodeBear"
1AMKRJ,"MidnightBlue, Human"
1AMLMI,"DesaturatedCyan, Tiffany"
1AMM0Y,"MediumChampagne, Ant"
1AMNR0,"IndiaGreen, Coyote"
1AMURC,"PaleCyan, FreshWaterCrocodile"
1AMWU6,"Nyanza, HumboldtPenguin"
1AN3GG,"Aureolin, Coral"
1AN4DS,"CastletonGreen, LeopardShark"
1AN5WS,"Frostbite, FishingCat"
1AN72W,"RichBlack, FreshWaterCrocodile"
1AN7OW,"BrightLilac, BobCat"
1AN928,"UCLAGold, Monkey"
1ANEXL,"MediumSeaGreen, Puffin"
1ANFY5,"PaynesGrey, Chihuahua"
1ANG3C,"DeepPink, LeopardGecko"
1ANGQU,"Camel, AmericanCockerSpaniel"
1ANJ01,"HarlequinGreen, PygmyRightWhale"
1ANO2W,"PaleGold, Lama"
1ANPGY,"Magnolia, Jaguar"
1ANQ4A,"FerrariRed, IndianPalmSquirrel"
1ANRPC,"Desire, MaskedPalmCivet"
1ANUWB,"SweetBrown, CloudedLeopard"
1ANZO5,"FlamingoPink, Hyrax"
1AO21I,"Ecru, Turkey"
1AO3L7,"JazzberryJam, GiantPanda"
1AO3LD,"AmaranthRed, Harrier"
1AO41W,"FrenchMauve, AdeliePenguin"
1AO440,"SpanishSkyBlue, Angelfish"
1AODDK,"DingyDungeon, LabradorRetriever"
1AOEUW,"PinkPearl, WhiteTiger"
1AOF35,"NeonGreen, BrazilianTerrier"
1AOKMO,"Straw, Caribou"
1AOM8I,"Bazaar, NeapolitanMastiff"
1AOMBA,"EnglishRed, TasmanianTiger"
1AOOXZ,"SchoolBusYellow, SnappingTurtle"
1AOQKL,"Maize, Crane"
1AOSY8,"MediumElectricBlue, LeopardGecko"
1AOTEH,"SizzlingRed, BengalTiger"
1AOY9R,"CadmiumGreen, Koala"
1AP0W2,"DarkKhaki, GalapagosPenguin"
1AP4XK,"PurpleTaupe, Gar"
1AP80O,"SasquatchSocks, KingCrab"
1APAQW,"PineGreen, Crane"
1APC0L,"HarvardCrimson, BlueWhale"
1APCJ5,"CrimsonRed, Hare"
1APD21,"RussianViolet, Rottweiler"
1APD80,"Sand, Grasshopper"
1APD92,"SkyBlue, LeopardGecko"
1APJNQ,"DingyDungeon, FreshWaterCrocodile"
1APK1U,"Persimmon, IbizanHound"
1APMSB,"Olivine, FrilledLizard"
1APPYV,"ShamrockGreen, KillerWhale"
1APQWE,"CarrotOrange, Mule"
1APRVC,"DeepCoffee, Dugong"
1APSO1,"DeepCerise, ChineseCrestedDog"
1APTC0,"PinkSherbet, SnowMonkey"
1APXRU,"Tan, Terrapin"
1APZUP,"Capri, SpectacledBear"
1AQ2GS,"TeaRose, Bat"
1AQ32Z,"DeepSkyBlue, Puffin"
1AQ6IQ,"Coffee, BlackRhino"
1AQ6U8,"DeepPink, SnowHare"
1AQ84D,"Crimson, Octopus"
1AQADM,"CGRed, Albatross"
1AQG1E,"BlanchedAlmond, AfricanElephant"
1AQISW,"PowderBlue, Pike"
1AQJKN,"Cadet, SeaOtter"
1AQJUC,"LightMediumOrchid, TapanuliOrangutan"
1AQMZF,"DutchWhite, SeiWhale"
1AQS05,"GoldFusion, TasmanianDevil"
1AQSP1,"Liberty, FennecFox"
1AQTJL,"ElectricCyan, Labradoodle"
1AQV5X,"RawUmber, Indri"
1AQXW1,"CyberGrape, CanaanDog"
1AQZMW,"RawUmber, Kiwi"
1AR35J,"MellowApricot, Takin"
1AR3LW,"Keppel, Ibis"
1AR3MC,"Razzmatazz, BrazilianTerrier"
1ARDEE,"LightSkyBlue, Cuscus"
1ARF90,"ElectricLime, CaimanLizard"
1ARJ16,"Mandarin, CairnTerrier"
1ARNJ2,"UPMaroon, Rottweiler"
1ARNXQ,"NorthTexasGreen, GlassLizard"
1ARSVM,"Emerald, Iguanodon"
1ARU5D,"DeepMagenta, Pelican"
1ARUEV,"BitterLemon, ElephantShrew"
1ARVAL,"Aero, PoolFrog"
1ARWGG,"GreenBlue, Magpie"
1ARXYG,"PaleGold, CommonFrog"
1AS0GJ,"RichBlack, MorayEel"
1AS0VW,"BlackOlive, DuskyDolphin"
1AS3QJ,"RichLavender, MalayanTiger"
1AS55E,"DeepCarrotOrange, Birman"
1AS826,"PrincessPerfume, GoldenLionTamarin"
1ASEBF,"ArylideYellow, Booby"
1ASFXV,"FrenchFuchsia, PatasMonkey"
1ASFZS,"Feldgrau, Boar"
1ASGZ1,"OtterBrown, Warthog"
1ASH1N,"Peach, JapaneseChin"
1ASI21,"RustyRed, ClownFish"
1ASILE,"SpicyMix, SpinyDogfish"
1ASIPW,"TerraCotta, ElectricEel"
1ASJUI,"ElectricYellow, BumbleBee"
1ASM2S,"Carmine, Orca"
1ASN8L,"BurnishedBrown, BlackRhino"
1ASRMC,"BondiBlue, Budgerigar"
1AST7S,"DarkSlateGray, Quail"
1ASVCL,"DarkMediumGray, JackRussel"
1ASWDQ,"GreenBlue, HerculesBeetle"
1AT06T,"CoyoteBrown, Quoll"
1AT1OL,"PaleVioletRed, AsianElephant"
1AT1V6,"LavenderMagenta, AmericanPitBullTerrier"
1AT3CB,"RussianGreen, Terrapin"
1AT4DA,"Pineapple, RiverTurtle"
1AT67L,"RichBrilliantLavender, Hippopotamus"
1AT6DC,"DarkSalmon, Dachshund"
1AT8AX,"AntiqueBrass, PygmyHippopotamus"
1ATF3B,"Jonquil, EmperorPenguin"
1ATHIP,"Deer, Beagle"
1ATIIF,"BrilliantAzure, BorderTerrier"
1ATJK4,"Ivory, BengalTiger"
1ATOWO,"DeepCoffee, Siamese"
1ATQDQ,"LaserLemon, RiverDolphin"
1ATYC6,"SpiroDiscoBall, WhitetipReefShark"
1AU911,"NadeshikoPink, NurseShark"
1AUDFZ,"FrenchBeige, Armadillo"
1AUF71,"PacificBlue, KeelBilledToucan"
1AUHP5,"EarthYellow, AustralianKelpieDog"
1AUM8Z,"PictorialCarmine, RoseateSpoonbill"
1AUPO7,"SpanishViridian, Ostrich"
1AURMG,"Bisque, Lancelet"
1AUUCM,"Catawba, Jackal"
1AV3RH,"NewCar, Potto"
1AV60N,"UABlue, Potto"
1AVE47,"Seashell, Ant"
1AVGZJ,"FloralWhite, FlatCoatRetriever"
1AVJ4X,"PacificBlue, MountainGorilla"
1AVMQ8,"PixiePowder, PilotWhale"
1AVP7R,"MidnightBlue, Alpaca"
1AVWM9,"BostonUniversityRed, CottontopTamarin"
1AVYBW,"DeepCarrotOrange, WhiteRhinoceros"
1AW5NK,"CambridgeBlue, WaterDragon"
1AW9MV,"Smitten, SeaUrchin"
1AWFL4,"PixiePowder, KingCrab"
1AWKCT,"ElectricYellow, FoxTerrier"
1AWMLF,"DarkPink, WhiteRhino"
1AWQVF,"Ceil, AsiaticBlackBear"
1AWS2J,"RaspberryPink, MoleSalamander"
1AWSOE,"PinkPearl, Turkey"
1AWWKC,"OUCrimsonRed, Frog"
1AWXVO,"JungleGreen, BologneseDog"
1AWZ1O,"ElectricYellow, Woodlouse"
1AX0CU,"AirSuperiorityBlue, Kangaroo"
1AX1FK,"CyanAzure, WhiteFacedCapuchin"
1AX1MZ,"JazzberryJam, PussMoth"
1AX5OU,"LightGreen, MalayanTiger"
1AX5WZ,"ElectricBlue, Salamander"
1AX9K7,"MountainMeadow, Hedgehog"
1AX9V0,"OldBurgundy, Gar"
1AXAL4,"LightMossGreen, GlassLizard"
1AXC8I,"Heliotrope, CollaredPeccary"
1AXCIM,"DeepLemon, Bison"
1AXDC3,"BlueBell, Booby"
1AXGPV,"SasquatchSocks, Koala"
1AXGVW,"DarkTangerine, EmperorPenguin"
1AXTAY,"BitterLemon, Orca"
1AXUSV,"PrussianBlue, GrayFox"
1AXUVA,"CanaryYellow, MonteIberiaEleuth"
1AXYHI,"CarolinaBlue, GiantSchnauzer"
1AXZNE,"ParadisePink, CloudedLeopard"
1AY0IH,"EnglishLavender, Labradoodle"
1AY2MB,"AzureishWhite, AinuDog"
1AY7KX,"Shampoo, GiantSchnauzer"
1AYC5P,"Coffee, Chinchilla"
1AYC7U,"Lemon, GreenlandDog"
1AYD2Q,"CornflowerBlue, BottleNosedDolphin"
1AYDCN,"Champagne, AustralianCattleDog"
1AYG9B,"NorthTexasGreen, DwarfCrocodile"
1AYIP6,"PastelBrown, LeopardTortoise"
1AYJUJ,"JazzberryJam, BlackHowlerMonkey"
1AYK8X,"Ebony, Maltese"
1AYQOX,"Peach, HoneyBee"
1AYSK8,"BabyPowder, CloudedLeopard"
1AYVK6,"PeachOrange, Raccoon"
1AYZUI,"Regalia, PygmyRightWhale"
1AZ0JF,"CinnamonSatin, SeaUrchin"
1AZ2N9,"Lenurple, RaccoonDog"
1AZ2W3,"Chamoisee, Seahorse"
1AZ3JU,"DarkPuce, GuineaPig"
1AZ5FS,"CinnamonSatin, GrayWhale"
1AZ9IA,"PeachOrange, AldabraGiantTortoise"
1AZEYQ,"HarlequinGreen, Alpaca"
1AZG5I,"Amazon, StripedRocketFrog"
1AZGPW,"BitterLemon, GiantSchnauzer"
1AZI1M,"SpanishCarmine, AfricanTreePangolin"
1AZJQI,"BrownNose, Caterpillar"
1AZK88,"AntiFlashWhite, Gazelle"
1AZKZO,"CastletonGreen, LeopardTortoise"
1AZM0P,"Cream, WaterVole"
1AZN3O,"StilDeGrainYellow, RockhopperPenguin"
1AZNS7,"DavysGrey, Cuttlefish"
1AZSP4,"CarnationPink, Rhino"
1AZV6T,"Peridot, GreenlandDog"
1B01Z6,"AliceBlue, Gecko"
1B02FD,"BakerMillerPink, Albatross"
1B03IW,"BabyPowder, Gazelle"
1B05BT,"TuscanRed, ShortfinMakoShark"
1B090M,"LavenderPurple, AfricanCivet"
1B0B5D,"JapaneseIndigo, Ferret"
1B0FAP,"SpanishBlue, WhitetipReefShark"
1B0GYK,"BlackOlive, Caracal"
1B0GZ3,"PowderBlue, CaimanLizard"
1B0IK2,"RoyalBlue, WildBoar"
1B0J1N,"SpanishCarmine, Octopus"
1B0KFE,"NeonGreen, BaskingShark"
1B0MZ9,"Quartz, GalapagosLandIguana"
1B0NNZ,"HeliotropeGray, Buffalo"
1B0OQH,"CyanCornflowerBlue, GreaterSwissMountainDog"
1B0P0I,"Popstar, CommonToad"
1B0WRJ,"AmericanRose, Earwig"
1B0WVF,"DeepGreen, Rabbit"
1B0X65,"SpanishGray, ElephantShrew"
1B0ZYB,"Cream, Peacock"
1B11IT,"Desire, Greyhound"
1B11UY,"SunburntCyclops, Vole"
1B12IR,"ClassicRose, WaterVole"
1B131P,"CGBlue, Rhinoceros"
1B15J4,"OtterBrown, HumpbackWhale"
1B18N4,"CoolBlack, NorthernRightWhale"
1B1A8Q,"Iris, StellarSeaLion"
1B1DFZ,"BlueSapphire, GuineaFowl"
1B1EBL,"DartmouthGreen, GoldenLionTamarin"
1B1ESO,"DartmouthGreen, Squid"
1B1F2C,"DeepTuscanRed, LongEaredOwl"
1B1IY8,"EnglishLavender, OldEnglishSheepdog"
1B1JEH,"Catawba, NeapolitanMastiff"
1B1JMN,"Bone, MagellanicPenguin"
1B1P6J,"SmashedPumpkin, Dachshund"
1B1TKN,"OrangeSoda, RedhandedTamarin"
1B1V65,"ParisGreen, Mouse"
1B1VVK,"Aureolin, BumbleBee"
1B1WK5,"CinnamonSatin, Deer"
1B1XUT,"MaximumBlue, MarbledSalamander"
1B20KA,"LapisLazuli, ElephantShrew"
1B23EP,"ElectricIndigo, Kingfisher"
1B260M,"Boysenberry, Quokkas"
1B26HW,"DeepCerise, MonteIberiaEleuth"
1B2FRU,"Persimmon, RedKneeTarantula"
1B2GB1,"DarkOrange, Greyhound"
1B2HY2,"HeatWave, Aardvark"
1B2IUH,"Fulvous, Orangutan"
1B2TQZ,"JellyBean, BorneoElephant"
1B2TV1,"RoseTaupe, Olm"
1B307B,"DarkTurquoise, Chameleon"
1B30RD,"RedSalsa, FennecFox"
1B3859,"RoseRed, FishingCat"
1B3CEC,"Olive, GalapagosLandIguana"
1B3CWS,"Raspberry, KomodoDragon"
1B3ETO,"DarkBlue, Iguana"
1B3IZV,"CaribbeanGreen, ReefShark"
1B3KTP,"Smalt, Deer"
1B3L3H,"Gamboge, NorwegianForest"
1B3MI0,"BlueYonder, Chihuahua"
1B3OS9,"Rufous, PilotWhale"
1B3OTC,"NeonGreen, AfricanElephant"
1B3QL8,"TuscanTan, Barnacle"
1B3QP7,"HunterGreen, Whale"
1B3SNO,"MistyRose, AsianGiantHornet"
1B3T15,"RichLavender, Turkey"
1B3UGD,"TurquoiseGreen, Coyote"
1B3ZUV,"RoyalBlue, Mongrel"
1B40HT,"AliceBlue, Gar"
1B41UA,"Telemagenta, Crab"
1B44JU,"AeroBlue, BlackRhino"
1B4571,"FrenchPink, PiedTamarin"
1B46KS,"Capri, ShihTzu"
1B493Q,"MediumTurquoise, RedhandedTamarin"
1B49Q8,"Inchworm, Grouse"
1B4CJQ,"Sandstorm, AustralianCattleDog"
1B4D6B,"LightHotPink, Marsupial"
1B4E92,"DarkCoral, TreeFrog"
1B4F69,"DustStorm, FieldSpaniel"
1B4FDR,"Flax, Quokka"
1B4FKL,"Belgion, LeastWeasel"
1B4GUI,"OldMauve, BlackHowlerMonkey"
1B4H5Y,"Lion, RockhopperPenguin"
1B4HGN,"Apricot, FinWhale"
1B4JDG,"MediumVioletRed, Fly"
1B4L94,"Olive, Panda"
1B4N91,"Dandelion, GrayWhale"
1B4P83,"PaleCopper, Vole"
1B4QKN,"SpanishRed, Hyrax"
1B4TJK,"SpanishBistre, BorderCollie"
1B4U3Q,"CopperRose, AmericanStaffordshireTerrier"
1B4V02,"GiantsOrange, CommonSeal"
1B51QK,"DeepMossGreen, ScallopedHammerheadShark"
1B51ZH,"TwilightLavender, Dingo"
1B55JW,"Peru, ChinstrapPenguin"
1B55KB,"BleuDeFrance, Elephant"
1B566M,"Dandelion, KillerWhale"
1B57DB,"FandangoPink, Tetra"
1B57JV,"USCGold, VervetMonkey"
1B58M6,"USAFABlue, Crustacean"
1B59FI,"SilverChalice, ButterflyFish"
1B59MQ,"FrenchBeige, Bongo"
1B5ALK,"DarkCerulean, HumpbackWhale"
1B5AOK,"Celeste, BangleTiger"
1B5C5E,"Tomato, GreatDane"
1B5CNZ,"PearlAqua, RedFox"
1B5CQ6,"Popstar, Pointer"
1B5FQY,"DarkCoral, BlackHowlerMonkey"
1B5JEY,"Iceberg, PygmyMarmoset"
1B5LA3,"OldSilver, GrayReefShark"
1B5LL3,"Dandelion, SlothBear"
1B5LMN,"ElectricLavender, BlueShark"
1B5NFE,"DeepTaupe, BaskingShark"
1B5OWM,"Mystic, AppenzellerDog"
1B5RIA,"Sinopia, Capybara"
1B5X9E,"BleuDeFrance, Oyster"
1B5YZU,"RuddyPink, Hummingbird"
1B6CLC,"Coconut, Shrimp"
1B6FUO,"Turquoise, PygmySpermWhale"
1B6FZW,"HanBlue, Flounder"
1B6JV5,"Feldspar, SumatranElephant"
1B6PJZ,"PersianRose, GiantPanda"
1B6QZT,"ChromeYellow, Chamois"
1B6SOL,"SpanishPink, Swan"
1B6TDX,"GlossyGrape, SeaSlug"
1B6TV7,"Arsenic, BedlingtonTerrier"
1B6VMV,"RomanSilver, YellowBelliedMarmot"
1B6W1B,"AlabamaCrimson, ShortfinMakoShark"
1B6ZI6,"Byzantium, DraftHorse"
1B6ZRJ,"FlamingoPink, AmericanBulldog"
1B70SU,"Cyclamen, Uguisu"
1B71IF,"Sage, Sloth"
1B71OB,"MordantRed, Mollusk"
1B745E,"KombuGreen, ChineseCrestedDog"
1B748U,"RoyalAzure, Rhinoceros"
1B76D5,"CoralPink, Hare"
1B78H1,"BrinkPink, Akbash"
1B7F4L,"Nyanza, Koala"
1B7F6X,"AirSuperiorityBlue, FreshWaterCrocodile"
1B7FX4,"MediumSpringBud, CommonBuzzard"
1B7G38,"PaleCornflowerBlue, Uakari"
1B7GET,"HarlequinGreen, LeastWeasel"
1B7HFZ,"CrimsonGlory, Sheep"
1B7JMI,"JuneBud, ElephantShrew"
1B7L1J,"Smalt, IrishWolfHound"
1B7LMX,"GargoyleGas, BirdsOfParadise"
1B7OVA,"LimeGreen, FurSeal"
1B7RBJ,"BarbiePink, NorfolkTerrier"
1B7RZK,"PewterBlue, DeutscheBracke"
1B7SN0,"RegistrationBlack, AnatolianShepherdDog"
1B7Y0I,"DarkPastelGreen, RedhandedTamarin"
1B806M,"RebeccaPurple, IndianPalmSquirrel"
1B81VC,"BlueJeans, Ibis"
1B8319,"BrownYellow, DraftHorse"
1B83TM,"LightFrenchBeige, Tiger"
1B84H1,"Blueberry, AnatolianShepherdDog"
1B884Y,"DarkPastelGreen, BologneseDog"
1B89TT,"JungleGreen, Millipede"
1B8DVX,"GuppieGreen, Eagle"
1B8GA1,"Crimson, Javanese"
1B8KKO,"SizzlingRed, GreenPoisonDartFrog"
1B8NO8,"Sunray, BlacktipReefShark"
1B8RHI,"DeepMagenta, GiantSchnauzer"
1B8V7O,"FrenchRose, EdibleFrog"
1B8VCU,"Grizzly, Birman"
1B8Z92,"Coquelicot, Akbash"
1B9IXU,"Lion, Swan"
1B9MMK,"MidnightBlue, MalayanCivet"
1B9NVH,"LittleBoyBlue, LeafTailedGecko"
1B9R30,"BlastOffBronze, AmericanWaterSpaniel"
1B9S8R,"EnglishViolet, Harrier"
1B9UPD,"Cyclamen, WesternGorilla"
1B9YRY,"SafetyYellow, Flounder"
1BA0U2,"Mauvelous, Beaver"
1BA5PJ,"RoseTaupe, ClumberSpaniel"
1BA61M,"Mint, RedKneeTarantula"
1BA86A,"DeepGreenCyanTurquoise, Beetle"
1BAA2O,"DeepCarminePink, Bombay"
1BABQU,"BlueGreen, Baboon"
1BAIS5,"MountbattenPink, Drever"
1BAK0S,"Sinopia, CoralandAnemone"
1BALVY,"DarkRed, Barracuda"
1BAU73,"LightOrchid, Caiman"
1BB0FY,"DeepChestnut, Marsupial"
1BB45T,"DarkScarlet, Butterfly"
1BB883,"Stormcloud, ElephantSeal"
1BBF10,"HansaYellow, DikDik"
1BBF3H,"LemonChiffon, StickInsect"
1BBF4G,"PastelBrown, GrayWhale"
1BBF5E,"CanaryYellow, Marsupial"
1BBHAO,"PinkLace, Hedgehog"
1BBJ3Q,"Crimson, KingPenguin"
1BBKL2,"ElectricCrimson, Hummingbird"
1BBKYF,"CaputMortuum, AustralianShepherd"
1BBO6T,"BrilliantLavender, DobermanPinscher"
1BBPDO,"DustStorm, Sponge"
1BBPLK,"PersianPlum, AustralianMist"
1BBQ9I,"BittersweetShimmer, DogueDeBordeaux"
1BBXDC,"DarkImperialBlue, Drever"
1BBXKY,"Teal, Bat"
1BBXMZ,"DarkBrown, WelshCorgi"
1BBYXR,"StarCommandBlue, BlackRhino"
1BBZR1,"BitterLime, Discus"
1BC8CV,"DollarBill, GrayNurseShark"
1BCF2R,"Fandango, KingPenguin"
1BCGGR,"TrueBlue, Starfish"
1BCKRP,"BananaMania, Alpaca"
1BCR2P,"Deer, Elk"
1BCRHA,"PewterBlue, GreenPoisonDartFrog"
1BCYD1,"Popstar, LeopardSeal"
1BD3TT,"BarnRed, Gibbon"
1BD5TZ,"Aero, RockHyrax"
1BD7O5,"RoyalAzure, Hamster"
1BD7YW,"SapphireBlue, OldEnglishSheepdog"
1BDECV,"RawUmber, Gopher"
1BDGLA,"CamouflageGreen, Tetra"
1BDH18,"DarkImperialBlue, Gazelle"
1BDH85,"MysticMaroon, Topi"
1BDMB2,"Phlox, Ocelot"
1BDMS4,"SpanishPink, Tarsier"
1BDRW4,"SonicSilver, Gibbon"
1BDTVX,"CobaltBlue, GlowWorm"
1BDXG5,"Goldenrod, Degus"
1BDZ8V,"Fawn, LeatherbackSeaTurtle"
1BE0LW,"Grape, Jackrabbit"
1BE1QT,"UARed, BlackBear"
1BE1WO,"Sage, Mastiff"
1BE4KW,"KeyLime, AmericanStaffordshireTerrier"
1BE69W,"CarmineRed, Mandrill"
1BEAKB,"HonoluluBlue, EasternGorilla"
1BEBB1,"PersianBlue, CommonToad"
1BEHHN,"AntiFlashWhite, Pekingese"
1BEL3S,"Iris, BassetHound"
1BEM6X,"RedSalsa, HermitCrab"
1BEMS6,"TeaGreen, Macaw"
1BEN3R,"SpanishPink, Umbrellabird"
1BEP83,"DarkOliveGreen, StripedDolphin"
1BEPE3,"MediumSeaGreen, FlatCoatRetriever"
1BER1R,"MediumTuscanRed, Newt"
1BERIO,"OriolesOrange, PilotWhale"
1BETF1,"Blueberry, AfricanClawedFrog"
1BEW7M,"PhthaloGreen, MonteIberiaEleuth"
1BEX38,"CaputMortuum, Marsupial"
1BEXTB,"SpicyMix, SriLankanElephant"
1BF25W,"Sunglow, HornShark"
1BF5OZ,"PaleCyan, DraftHorse"
1BF6NZ,"CoralRed, TigerSalamander"
1BF7WC,"Cultured, MountainGorilla"
1BF9RW,"ItalianSkyBlue, SriLankanElephant"
1BFAFD,"PictorialCarmine, SpermWhale"
1BFAQD,"SaddleBrown, Ragdoll"
1BFDKI,"LightBrilliantRed, Axolotl"
1BFERL,"TaupeGray, Collie"
1BFFHZ,"Drab, DwarfCrocodile"
1BFG96,"Lion, HighlandCattle"
1BFI13,"PinkOrange, AfricanForestElephant"
1BFI5B,"TropicalRainForest, Booby"
1BFJ2Z,"DeepRuby, CarolinaDog"
1BFPF7,"JuneBud, Fly"
1BFQ19,"AntiqueFuchsia, Aardvark"
1BFSAG,"DeepChestnut, SpectacledBear"
1BFSF0,"EnglishLavender, Oyster"
1BFUSS,"OldRose, GiantAnteater"
1BFWRZ,"CyanCobaltBlue, SandbarShark"
1BFWSE,"ChineseRed, KillerWhale"
1BFX9H,"LightSkyBlue, FlatCoatRetriever"
1BG19D,"Rust, GiantPandaBear"
1BG1XS,"JellyBean, RoseateSpoonbill"
1BG8I4,"DeepPuce, XRayTetra"
1BG9CF,"NorthTexasGreen, WesternGorilla"
1BGERZ,"DarkPink, GrayNurseShark"
1BGI5N,"DeepLilac, Pademelon"
1BGJTD,"Iceberg, GeoffroysTamarin"
1BGK6D,"PalePlum, DikDik"
1BGN7M,"Jet, Elephant"
1BGNCR,"AztecGold, Cuscus"
1BGNDE,"SilverLakeBlue, BeardedCollie"
1BGS6H,"USCGold, Walrus"
1BGTRP,"SpanishRed, GiantSchnauzer"
1BGY26,"Mulberry, RedFox"
1BGZ1B,"MSUGreen, Jackal"
1BGZV6,"DebianRed, Duck"
1BH0DK,"ElectricBlue, MoleSalamander"
1BH14R,"FrenchBlue, GrayReefShark"
1BH401,"PaleGreen, ArcticFox"
1BH4JP,"BarbiePink, Earwig"
1BH6T4,"Maize, Wildebeest"
1BH7M1,"Pear, GreenSeaTurtle"
1BHEHE,"CGRed, MelonHeadedWhale"
1BHHOX,"PearlyPurple, SnowHare"
1BHKQ3,"Sepia, Cougar"
1BHL2K,"Moccasin, ElectricEel"
1BHM5U,"LapisLazuli, AmericanFoxhound"
1BHSK9,"Pineapple, TawnyOwl"
1BHTQT,"PastelBrown, Drever"
1BHUX5,"DarkYellow, MarshFrog"
1BHWMQ,"BrightGreen, BlueWhale"
1BHWMZ,"GreenSheen, Chinook"
1BHYG0,"SteelPink, BlackRhino"
1BHYPI,"LightSlateGray, Markhor"
1BI1LA,"Brass, AyeAye"
1BI1OP,"DarkGreen, RoseateSpoonbill"
1BIAPP,"RoseBonbon, PurpleEmperor"
1BID6Q,"PaynesGrey, DartFrog"
1BIE4P,"GargoyleGas, Aardwolf"
1BIEID,"Strawberry, EgyptianMau"
1BIEUA,"FluorescentOrange, Ermine"
1BIF05,"CoolBlack, ChesapeakeBayRetriever"
1BIFNP,"Kobicha, Caribou"
1BIHP7,"DeepGreen, Mongoose"
1BIIYK,"AntiFlashWhite, PoisonDartFrog"
1BIKCL,"OldMossGreen, FlyingFox"
1BIKW7,"ChlorophyllGreen, Ox"
1BILB1,"BoogerBuster, LemonShark"
1BIQCT,"Bubbles, PufferFish"
1BIQE7,"DarkCandyAppleRed, Binturong"
1BISBL,"LavenderBlush, Axolotl"
1BITE6,"KenyanCopper, IrishWolfHound"
1BJ49Y,"ElectricLavender, Gecko"
1BJ7LZ,"Cornsilk, SpinyDogfishShark"
1BJAR0,"ParadisePink, Iguanodon"
1BJBFI,"TangoPink, BoykinSpaniel"
